provider_id,npi,specialty,state
PRV006567,1771480049,Psychiatry,TX
PRV006568,1508691881,OBGYN,AZ
PRV006569,1874446255,Cardiology,OH
PRV006570,1949983316,Internal Medicine,AL
PRV006571,1646708984,Family Medicine,MN
PRV006572,1895598046,Radiology,MN
PRV006573,1319573483,Radiology,IN
PRV006574,1446352787,Cardiology,CO
PRV006575,1932197560,Psychiatry,SC
PRV006576,1798950421,Radiology,NC
PRV006577,1683249233,Cardiology,MO
PRV006578,1390904236,Cardiology,WA
PRV006579,1240247813,Radiology,SD
PRV006580,1913063202,Dermatology,DE
PRV006581,1053314540,Dermatology,NJ
PRV006582,1008976337,Internal Medicine,NJ
PRV006583,1480632181,Family Medicine,CO
PRV006584,1548026697,Internal Medicine,WA
PRV006585,1196529395,Orthopedics,LA
PRV006586,1736498696,Cardiology,UT
PRV006587,1447421896,Radiology,MI
PRV006588,1602905893,Psychiatry,CA
PRV006589,1192751502,Orthopedics,TN
PRV006590,1586719410,Dermatology,CO
PRV006591,1634504129,Dermatology,IA
PRV006592,1487281424,Radiology,RI
PRV006593,1499021905,Radiology,NJ
PRV006594,1818559699,OBGYN,WY
PRV006595,1301570568,Internal Medicine,TX
PRV006596,1164429538,Orthopedics,DE
PRV006597,1362893853,Radiology,CT
PRV006598,1072897012,Psychiatry,VA
PRV006599,1241968195,Orthopedics,LA
PRV006600,1573891533,Cardiology,MT
PRV006601,1238144350,Dermatology,AR
PRV006602,1989271300,Family Medicine,LA
PRV006603,1741486101,Cardiology,VT
PRV006604,1444233506,Cardiology,WV
PRV006605,1861345559,Internal Medicine,PA
PRV006606,1571245488,Family Medicine,NY
PRV006607,1075770324,Emergency Medicine,MS
PRV006608,1922031462,Cardiology,KS
PRV006609,1884489145,Psychiatry,VT
PRV006610,1180903690,Internal Medicine,CT
PRV006611,1630484929,Pediatrics,CT
PRV006612,1222217288,Orthopedics,AR
PRV006613,1662556677,Internal Medicine,WY
PRV006614,1654587266,Family Medicine,MS
PRV006615,1524853117,Dermatology,KY
PRV006616,1404735315,OBGYN,VT
PRV006617,1948803065,Family Medicine,ID
PRV006618,1854333038,Psychiatry,AL
PRV006619,1510319509,Emergency Medicine,NC
PRV006620,1976197673,Internal Medicine,CO
PRV006621,1235548406,OBGYN,TX
PRV006622,1970100784,Psychiatry,AZ
PRV006623,1716127120,Cardiology,WI
PRV006624,1982754481,Family Medicine,NC
PRV006625,1156326072,Radiology,NM
PRV006626,1982470135,Cardiology,WV
PRV006627,1632591595,Internal Medicine,NE
PRV006628,1299258661,Emergency Medicine,ME
PRV006629,1309755737,Radiology,NV
PRV006630,1085888231,Emergency Medicine,RI
PRV006631,1857229414,Emergency Medicine,NE
PRV006632,1941156969,Radiology,SC
PRV006633,1441675777,Pediatrics,MN
PRV006634,1550016837,Radiology,NC
PRV006635,1730257984,Radiology,ID
PRV006636,1788723557,Family Medicine,KY
PRV006637,1784126573,Psychiatry,ND
PRV006638,1849940129,Radiology,WA
PRV006639,1104089060,OBGYN,SD
PRV006640,1982429198,Family Medicine,IN
PRV006641,1857803105,Pediatrics,AK
PRV006642,1875398278,Emergency Medicine,IL
PRV006643,1780271545,Family Medicine,MS
PRV006644,1976795474,Cardiology,OR
PRV006645,1034032619,OBGYN,MI
PRV006646,1542851478,Dermatology,OR
PRV006647,1277700299,Internal Medicine,WV
PRV006648,1320178824,OBGYN,AZ
PRV006649,1031565227,OBGYN,IL
PRV006650,1032794201,Pediatrics,WA
PRV006651,1684827632,Cardiology,OK
PRV006652,1743329611,OBGYN,WV
PRV006653,1935715123,Dermatology,NC
PRV006654,1316675035,Radiology,CO
PRV006655,1090982341,Orthopedics,HI
PRV006656,1612455356,OBGYN,OK
PRV006657,1227171358,Orthopedics,IN
PRV006658,1457973767,Internal Medicine,NC
PRV006659,1474516460,Psychiatry,AR
PRV006660,1021564782,Dermatology,SD
PRV006661,1800388924,Internal Medicine,CO
PRV006662,1792578743,Dermatology,NE
PRV006663,1759356318,Emergency Medicine,NV
PRV006664,1028562450,Pediatrics,WA
PRV006665,1112302453,OBGYN,NY
PRV006666,1823440224,Orthopedics,LA
PRV006667,1188838217,Psychiatry,AZ
PRV006668,1888688565,Orthopedics,OH
PRV006669,1012637476,Radiology,PA
PRV006670,1869105914,Emergency Medicine,CO
PRV006671,1215947385,Internal Medicine,RI
PRV006672,1739460496,Internal Medicine,CO
PRV006673,1527458062,Radiology,RI
PRV006674,1995723681,Orthopedics,CT
PRV006675,1934898691,Internal Medicine,AZ
PRV006676,1243243557,Internal Medicine,SD
PRV006677,1015700023,Family Medicine,HI
PRV006678,1946437614,Radiology,NJ
PRV006679,1639979560,Psychiatry,ID
PRV006680,1337895202,Dermatology,AZ
PRV006681,1118996140,Dermatology,ND
PRV006682,1746772529,Orthopedics,CO
PRV006683,1989867808,Psychiatry,NJ
PRV006684,1442338200,Internal Medicine,ID
PRV006685,1561652477,Radiology,TX
PRV006686,1612576829,Family Medicine,WI
PRV006687,1406289143,Family Medicine,DE
PRV006688,1535913425,Cardiology,HI
PRV006689,1649589823,Family Medicine,WA
PRV006690,1894371484,Radiology,FL
PRV006691,1627544795,OBGYN,CO
PRV006692,1272699305,Emergency Medicine,CO
PRV006693,1045448669,Emergency Medicine,PA
PRV006694,1406322354,Pediatrics,MN
PRV006695,1285992641,Cardiology,PA
PRV006696,1031672848,OBGYN,SD
PRV006697,1518253203,OBGYN,AZ
PRV006698,1076461936,Emergency Medicine,NV
PRV006699,1547705916,Cardiology,OK
PRV006700,1024266278,Internal Medicine,KY
PRV006701,1056853995,OBGYN,AK
PRV006702,1635209153,Psychiatry,WY
PRV006703,1967692440,Internal Medicine,FL
PRV006704,1721277860,Emergency Medicine,AL
PRV006705,1242558924,Dermatology,MI
PRV006706,1319086046,Emergency Medicine,AR
PRV006707,1397428517,OBGYN,AZ
PRV006708,1717544501,OBGYN,AR
PRV006709,1114823131,Emergency Medicine,MO
PRV006710,1715783197,Emergency Medicine,MI
PRV006711,1682786776,Internal Medicine,KY
PRV006712,1662835457,Family Medicine,SD
PRV006713,1211936102,Cardiology,NM
PRV006714,1973810308,Psychiatry,MA
PRV006715,1510301251,Dermatology,MS
PRV006716,1298123240,Radiology,IN
PRV006717,1531272680,Dermatology,GA
PRV006718,1146460455,Dermatology,MA
PRV006719,1342568787,Internal Medicine,TN
PRV006720,1858956031,Dermatology,NE
PRV006721,1420205243,Orthopedics,AZ
PRV006722,1306904470,Psychiatry,KS
PRV006723,1068849386,Emergency Medicine,ID
PRV006724,1122704083,Internal Medicine,KY
PRV006725,1112049463,Pediatrics,TN
PRV006726,1262083100,Orthopedics,DE
PRV006727,1505690087,Orthopedics,OH
PRV006728,1681256333,Orthopedics,MT
PRV006729,1672512015,Cardiology,FL
PRV006730,1675132551,OBGYN,ME
PRV006731,1963557520,Emergency Medicine,CO
PRV006732,1340220915,Orthopedics,TN
PRV006733,1772292232,Family Medicine,WV
PRV006734,1456161891,Orthopedics,ID
PRV006735,1857138775,Dermatology,NM
PRV006736,1256695690,Internal Medicine,OK
PRV006737,1009712223,Psychiatry,ID
PRV006738,1722204408,Orthopedics,WA
PRV006739,1164109485,OBGYN,CO
PRV006740,1942528194,Orthopedics,NV
PRV006741,1732559836,Cardiology,AK
PRV006742,1902229757,Orthopedics,OK
PRV006743,1227981934,Radiology,MD
PRV006744,1172879056,Emergency Medicine,TX
PRV006745,1070062366,Internal Medicine,NE
PRV006746,1673513994,Psychiatry,AL
PRV006747,1996731161,OBGYN,UT
PRV006748,1856340804,Dermatology,ME
PRV006749,1991635822,Dermatology,NH
PRV006750,1881524715,Dermatology,SD
PRV006751,1498685857,Cardiology,MD
PRV006752,1414940456,Pediatrics,TN
PRV006753,1007296194,Radiology,AL
PRV006754,1694459163,Psychiatry,AZ
PRV006755,1985416503,Internal Medicine,AL
PRV006756,1925499352,Family Medicine,SC
PRV006757,1633947058,Emergency Medicine,OH
PRV006758,1823666782,Emergency Medicine,AL
PRV006759,1616588235,Internal Medicine,VT
PRV006760,1116838481,Emergency Medicine,TX
PRV006761,1216249133,Pediatrics,VT
PRV006762,1151309192,Dermatology,MS
PRV006763,1695356395,Family Medicine,IL
PRV006764,1328885128,OBGYN,LA
PRV006765,1485380980,OBGYN,WV
PRV006766,1784939570,OBGYN,AR
PRV006767,1909856591,Family Medicine,KY
PRV006768,1493743470,Pediatrics,TX
PRV006769,1767149960,Cardiology,MO
PRV006770,1515186942,Internal Medicine,IA
PRV006771,1678464604,Radiology,NM
PRV006772,1501637180,Pediatrics,NY
PRV006773,1007561975,Dermatology,WA
PRV006774,1977033431,Pediatrics,AR
PRV006775,1053432824,Psychiatry,AR
PRV006776,1068729279,Emergency Medicine,LA
PRV006777,1464544888,Radiology,VT
PRV006778,1591404418,Family Medicine,NM
PRV006779,1811657251,Psychiatry,NH
PRV006780,1941050858,OBGYN,KY
PRV006781,1189791241,Emergency Medicine,ME
PRV006782,1222994937,Psychiatry,VA
PRV006783,1426412242,Internal Medicine,CO
PRV006784,1432626889,OBGYN,MA
PRV006785,1903674704,Dermatology,VT
PRV006786,1549133856,Family Medicine,MD
PRV006787,1007709277,Emergency Medicine,NJ
PRV006788,1194680628,Cardiology,WY
PRV006789,1833452767,Emergency Medicine,NY
PRV006790,1629759902,Dermatology,MD
PRV006791,1799940394,Internal Medicine,RI
PRV006792,1427046660,Cardiology,MI
PRV006793,1213470586,Dermatology,ME
PRV006794,1523993494,Orthopedics,RI
PRV006795,1875902127,Cardiology,FL
PRV006796,1939848957,Radiology,MS
PRV006797,1072422463,Family Medicine,RI
PRV006798,1651771541,Emergency Medicine,OH
PRV006799,1848909240,Orthopedics,UT
PRV006800,1256804892,Family Medicine,MO
PRV006801,1728932998,Orthopedics,PA
PRV006802,1588758388,Internal Medicine,TX
PRV006803,1752044891,Psychiatry,ID
PRV006804,1484062083,Internal Medicine,NJ
PRV006805,1378084222,Psychiatry,VT
PRV006806,1618481554,Pediatrics,UT
PRV006807,1525861863,Internal Medicine,WA
PRV006808,1080612992,Cardiology,NE
PRV006809,1832608720,Psychiatry,ID
PRV006810,1311380542,Cardiology,HI
PRV006811,1752571194,Orthopedics,MT
PRV006812,1792581068,Radiology,MO
PRV006813,1762557855,Psychiatry,MD
PRV006814,1173666431,Orthopedics,FL
PRV006815,1259468195,Radiology,CA
PRV006816,1699322569,Dermatology,WI
PRV006817,1552538128,Psychiatry,WY
PRV006818,1404928721,Internal Medicine,KY
PRV006819,1083926778,Psychiatry,LA
PRV006820,1304828459,Radiology,ND
PRV006821,1309728577,Cardiology,MI
PRV006822,1211416243,Dermatology,AK
PRV006823,1697788707,Dermatology,MO
PRV006824,1180174440,Pediatrics,DE
PRV006825,1574492507,Emergency Medicine,AZ
PRV006826,1616693525,Orthopedics,WV
PRV006827,1198762868,Family Medicine,MS
PRV006828,1357647352,Radiology,NH
PRV006829,1029026948,Pediatrics,NM
PRV006830,1260422485,Dermatology,MT
PRV006831,1928379285,Internal Medicine,KY
PRV006832,1649363463,Psychiatry,NY
PRV006833,1695415910,Internal Medicine,HI
PRV006834,1607516171,Internal Medicine,NJ
PRV006835,1649898714,Psychiatry,PA
PRV006836,1587969237,Psychiatry,AZ
PRV006837,1910646093,OBGYN,NV
PRV006838,1259804332,Psychiatry,AR
PRV006839,1450415400,Dermatology,VT
PRV006840,1931631755,Radiology,WY
PRV006841,1475669508,Pediatrics,NM
PRV006842,1044148557,Radiology,HI
PRV006843,1975119418,Internal Medicine,PA
PRV006844,1600683912,Dermatology,UT
PRV006845,1704474194,Internal Medicine,MS
PRV006846,1822285413,Internal Medicine,AZ
PRV006847,1136583071,Family Medicine,CA
PRV006848,1287684352,Emergency Medicine,SD
PRV006849,1974146121,Family Medicine,MO
PRV006850,1961687597,Internal Medicine,WV
PRV006851,1762011129,Cardiology,RI
PRV006852,1649267222,Pediatrics,FL
PRV006853,1740718366,OBGYN,OR
PRV006854,1726556137,Pediatrics,CO
PRV006855,1290065451,Internal Medicine,MO
PRV006856,1378871849,OBGYN,MD
PRV006857,1709761077,Internal Medicine,MN
PRV006858,1212632629,Internal Medicine,UT
PRV006859,1491219865,Cardiology,NJ
PRV006860,1945839585,Family Medicine,TX
PRV006861,1383327809,Psychiatry,TX
PRV006862,1975851512,Family Medicine,NV
PRV006863,1753221143,Emergency Medicine,NC
PRV006864,1331710676,Internal Medicine,NE
PRV006865,1370035233,Family Medicine,MA
PRV006866,1852640501,Radiology,MO
PRV006867,1926815593,OBGYN,LA
PRV006868,1494246810,Emergency Medicine,CO
PRV006869,1327960320,Pediatrics,FL
PRV006870,1011136091,Pediatrics,CT
PRV006871,1987508218,Pediatrics,TX
PRV006872,1615103623,Psychiatry,UT
PRV006873,1061467259,Dermatology,VT
PRV006874,1342393054,Radiology,CT
PRV006875,1436852488,Pediatrics,NC
PRV006876,1386857233,Dermatology,NJ
PRV006877,1076580015,Pediatrics,HI
PRV006878,1644129321,Family Medicine,WA
PRV006879,1503818671,Family Medicine,AR
PRV006880,1198955584,OBGYN,MN
PRV006881,1848106283,Emergency Medicine,SD
PRV006882,1539435546,Pediatrics,KS
PRV006883,1180691470,Orthopedics,NV
PRV006884,1364096095,Internal Medicine,MT
PRV006885,1059445359,Internal Medicine,OR
PRV006886,1997657224,Family Medicine,KS
PRV006887,1945582267,Orthopedics,FL
PRV006888,1754471976,Dermatology,CO
PRV006889,1952195011,Dermatology,MS
PRV006890,1841650709,Radiology,MS
PRV006891,1299765572,Internal Medicine,ND
PRV006892,1225329927,Cardiology,FL
PRV006893,1935827925,Orthopedics,AZ
PRV006894,1673922777,Psychiatry,NE
PRV006895,1560701525,Internal Medicine,DE
PRV006896,1621271282,Cardiology,MN
PRV006897,1279224909,Cardiology,NV
PRV006898,1580491693,Family Medicine,OH
PRV006899,1902515382,Dermatology,IN
PRV006900,1803401563,Radiology,CA
PRV006901,1194694567,Radiology,CT
PRV006902,1191615217,Radiology,ID
PRV006903,1616969039,OBGYN,ID
PRV006904,1212046246,Emergency Medicine,AR
PRV006905,1279740477,Psychiatry,IN
PRV006906,1415434832,Dermatology,NE
PRV006907,1497902201,Radiology,IL
PRV006908,1802567437,Psychiatry,OH
PRV006909,1357624749,Dermatology,FL
PRV006910,1468722128,Pediatrics,NC
PRV006911,1050772727,Emergency Medicine,ND
PRV006912,1074024468,Cardiology,DE
PRV006913,1597510329,Psychiatry,GA
PRV006914,1237819905,Cardiology,CA
PRV006915,1677041539,Internal Medicine,CO
PRV006916,1623674743,Radiology,VT
PRV006917,1943831285,Pediatrics,OR
PRV006918,1740664222,Psychiatry,HI
PRV006919,1569525385,Cardiology,GA
PRV006920,1357869734,Family Medicine,NY
PRV006921,1850429562,Dermatology,NC
PRV006922,1250256953,Psychiatry,NE
PRV006923,1865342865,Internal Medicine,SC
PRV006924,1753308618,Internal Medicine,AZ
PRV006925,1257287765,Orthopedics,NV
PRV006926,1615225508,Pediatrics,OH
PRV006927,1849069844,Family Medicine,NM
PRV006928,1650762380,OBGYN,LA
PRV006929,1133936738,Psychiatry,NH
PRV006930,1085463593,Family Medicine,VT
PRV006931,1166413747,Cardiology,WY
PRV006932,1741603049,Emergency Medicine,CA
PRV006933,1621515147,Psychiatry,DE
PRV006934,1513114322,Orthopedics,RI
PRV006935,1259450188,Internal Medicine,NC
PRV006936,1619590252,Dermatology,VA
PRV006937,1766903507,Cardiology,TX
PRV006938,1446897680,Pediatrics,NH
PRV006939,1791132608,Psychiatry,OK
PRV006940,1991550925,OBGYN,NE
PRV006941,1496374273,Psychiatry,AZ
PRV006942,1926263030,Psychiatry,WV
PRV006943,1095366834,OBGYN,WA
PRV006944,1181378544,Cardiology,UT
PRV006945,1620320078,Family Medicine,MS
PRV006946,1486384755,Radiology,VT
PRV006947,1360359368,Orthopedics,KS
PRV006948,1846060956,Radiology,IN
PRV006949,1773676130,Orthopedics,AK
PRV006950,1098692220,Psychiatry,TN
PRV006951,1663414522,Radiology,MO
PRV006952,1471553903,Pediatrics,MD
PRV006953,1917419435,Radiology,WI
PRV006954,1886529063,Dermatology,LA
PRV006955,1709638507,Radiology,NY
PRV006956,1890122725,OBGYN,MO
PRV006957,1036954902,Internal Medicine,ND
PRV006958,1191312630,Radiology,CA
PRV006959,1727352379,Cardiology,NV
PRV006960,1121379347,Emergency Medicine,FL
PRV006961,1758670858,Internal Medicine,KS
PRV006962,1914218207,OBGYN,AR
PRV006963,1187754383,Pediatrics,MI
PRV006964,1932473688,Internal Medicine,NM
PRV006965,1383166186,Family Medicine,SC
PRV006966,1295866837,Pediatrics,FL
PRV006967,1087991588,Emergency Medicine,AL
PRV006968,1362761757,Dermatology,KY
PRV006969,1844350931,Cardiology,MI
PRV006970,1352493433,Family Medicine,UT
PRV006971,1058557622,Psychiatry,OH
PRV006972,1405320534,Internal Medicine,WY
PRV006973,1641685048,Internal Medicine,OK
PRV006974,1593014123,Family Medicine,WI
PRV006975,1995409752,Pediatrics,ME
PRV006976,1830217302,Cardiology,AK
PRV006977,1358259735,Dermatology,NH
PRV006978,1869898717,Dermatology,TX
PRV006979,1946207770,Psychiatry,AL
PRV006980,1840926363,Emergency Medicine,ME
PRV006981,1335243918,Psychiatry,MT
PRV006982,1034145902,Internal Medicine,ME
PRV006983,1338041287,Psychiatry,NV
PRV006984,1621480785,Pediatrics,NM
PRV006985,1968136193,Family Medicine,MN
PRV006986,1898452961,OBGYN,OK
PRV006987,1935565786,Dermatology,KY
PRV006988,1829918084,Orthopedics,IN
PRV006989,1968479898,Orthopedics,MO
PRV006990,1738557403,Radiology,ME
PRV006991,1729657916,Emergency Medicine,OR
PRV006992,1312454076,OBGYN,OH
PRV006993,1299434558,Dermatology,MN
PRV006994,1356233035,Emergency Medicine,WI
PRV006995,1849459277,Cardiology,CT
PRV006996,1260063515,Pediatrics,MS
PRV006997,1879078627,Family Medicine,MA
PRV006998,1884837885,Psychiatry,MA
PRV006999,1245267114,Emergency Medicine,GA
PRV007000,1665796223,Pediatrics,KS
PRV007001,1062416365,Emergency Medicine,MT
PRV007002,1070442704,Internal Medicine,MN
PRV007003,1188757679,Dermatology,GA
PRV007004,1522523486,Dermatology,IL
PRV007005,1555867129,Pediatrics,AL
PRV007006,1155448571,Radiology,KY
PRV007007,1028654943,Dermatology,NC
PRV007008,1914734221,Emergency Medicine,WA
PRV007009,1369332212,OBGYN,WV
PRV007010,1038591945,Orthopedics,SC
PRV007011,1566666703,Emergency Medicine,VA
PRV007012,1544522935,Dermatology,HI
PRV007013,1690647948,Family Medicine,AR
PRV007014,1016525161,Family Medicine,IA
PRV007015,1218723470,Cardiology,CO
PRV007016,1307075709,Orthopedics,GA
PRV007017,1215449553,Emergency Medicine,IL
PRV007018,1912052708,Emergency Medicine,MN
PRV007019,1678801890,Dermatology,MO
PRV007020,1380253581,Internal Medicine,MA
PRV007021,1796753679,Pediatrics,VT
PRV007022,1017608098,Orthopedics,KS
PRV007023,1583513229,Orthopedics,IN
PRV007024,1519400626,Psychiatry,AL
PRV007025,1547339719,Cardiology,MS
PRV007026,1013376988,Psychiatry,VA
PRV007027,1952140372,Orthopedics,WA
PRV007028,1445249461,Dermatology,ME
PRV007029,1957883940,OBGYN,UT
PRV007030,1943546093,Cardiology,ME
PRV007031,1806783219,Dermatology,ND
PRV007032,1622738745,Cardiology,CO
PRV007033,1903732489,Emergency Medicine,OK
PRV007034,1442622631,Dermatology,TX
PRV007035,1451734181,Emergency Medicine,CT
PRV007036,1108498687,Internal Medicine,SD
PRV007037,1522363618,Internal Medicine,CT
PRV007038,1589078252,Internal Medicine,IA
PRV007039,1833241184,Psychiatry,NV
PRV007040,1535249885,Internal Medicine,MS
PRV007041,1646516784,Cardiology,MO
PRV007042,1886615430,Emergency Medicine,MO
PRV007043,1884336374,Cardiology,OH
PRV007044,1104323220,Pediatrics,VA
PRV007045,1309802345,Cardiology,KS
PRV007046,1150910380,Pediatrics,HI
PRV007047,1934991999,Family Medicine,VA
PRV007048,1674153710,OBGYN,NM
PRV007049,1484880146,Emergency Medicine,MA
PRV007050,1431837454,Pediatrics,PA
PRV007051,1402732806,Psychiatry,IL
PRV007052,1878569915,Cardiology,NE
PRV007053,1186265606,Internal Medicine,MI
PRV007054,1844656600,Family Medicine,NY
PRV007055,1289751858,Pediatrics,DE
PRV007056,1272569805,Emergency Medicine,CA
PRV007057,1051279541,Family Medicine,RI
PRV007058,1526383932,Orthopedics,ME
PRV007059,1189682017,Family Medicine,AZ
PRV007060,1038247256,Radiology,ID
PRV007061,1969238830,Orthopedics,KS
PRV007062,1599253236,OBGYN,NJ
PRV007063,1919681813,Family Medicine,AR
PRV007064,1884429337,Family Medicine,NM
PRV007065,1885582996,Psychiatry,WV
PRV007066,1057842415,Internal Medicine,WV
PRV007067,1940437624,Orthopedics,DE
PRV007068,1662786950,OBGYN,MO
PRV007069,1876655036,Family Medicine,LA
PRV007070,1400310843,Pediatrics,AK
PRV007071,1859304728,Emergency Medicine,VA
PRV007072,1716674973,Radiology,CT
PRV007073,1583379131,Dermatology,SD
PRV007074,1723638944,Cardiology,CO
PRV007075,1584738372,Emergency Medicine,WY
PRV007076,1130556732,Psychiatry,VT
PRV007077,1380743104,Cardiology,NM
PRV007078,1330392869,Radiology,NY
PRV007079,1284804690,Dermatology,KS
PRV007080,1872061540,Orthopedics,NM
PRV007081,1911214418,Emergency Medicine,AK
PRV007082,1959874478,Psychiatry,NY
PRV007083,1931387297,Dermatology,TX
PRV007084,1692996643,Internal Medicine,AR
PRV007085,1333821342,Pediatrics,NV
PRV007086,1710772854,OBGYN,IL
PRV007087,1139437165,Pediatrics,IA
PRV007088,1792675782,Dermatology,MA
PRV007089,1493859699,Dermatology,VT
PRV007090,1161631365,Family Medicine,WI
PRV007091,1246392473,Orthopedics,MD
PRV007092,1538324582,Pediatrics,NY
PRV007093,1954676781,Psychiatry,SC
PRV007094,1067510882,Internal Medicine,VA
PRV007095,1985750735,OBGYN,HI
PRV007096,1520724768,Radiology,SC
PRV007097,1497274699,Pediatrics,HI
PRV007098,1896308286,Cardiology,VT
PRV007099,1448437851,Family Medicine,DE
PRV007100,1706435858,Psychiatry,KS
PRV007101,1880538507,Family Medicine,OK
PRV007102,1273617756,Cardiology,UT
PRV007103,1496323356,Family Medicine,OR
PRV007104,1324718533,Emergency Medicine,FL
PRV007105,1828657918,Pediatrics,ME
PRV007106,1250140235,Radiology,DE
PRV007107,1716263997,Cardiology,NM
PRV007108,1440638256,OBGYN,MA
PRV007109,1176239566,OBGYN,IL
PRV007110,1777898485,OBGYN,OK
PRV007111,1591305614,Orthopedics,AK
PRV007112,1826421837,Internal Medicine,MO
PRV007113,1317347899,Orthopedics,IN
PRV007114,1305446396,Dermatology,AL
PRV007115,1337984751,Pediatrics,MD
PRV007116,1237902599,Cardiology,MI
PRV007117,1983813302,Pediatrics,VA
PRV007118,1626985958,Pediatrics,NJ
PRV007119,1602121591,Radiology,IN
PRV007120,1162997395,Internal Medicine,CA
PRV007121,1887724648,OBGYN,MI
PRV007122,1075336686,Orthopedics,TN
PRV007123,1253883120,Psychiatry,WA
PRV007124,1234520013,Psychiatry,OK
PRV007125,1206013300,Cardiology,WY
PRV007126,1214048941,Dermatology,NY
PRV007127,1873757699,Cardiology,ME
PRV007128,1266255429,Dermatology,MD
PRV007129,1569153148,Orthopedics,WY
PRV007130,1318052007,Cardiology,NV
PRV007131,1216378131,Cardiology,MI
PRV007132,1757686442,Psychiatry,PA
PRV007133,1681081600,Radiology,CT
PRV007134,1662980578,Cardiology,WA
PRV007135,1000512908,Orthopedics,NY
PRV007136,1470219621,Orthopedics,AR
PRV007137,1875503960,Dermatology,GA
PRV007138,1110649342,Family Medicine,HI
PRV007139,1456309438,Psychiatry,WY
PRV007140,1568362345,Psychiatry,KY
PRV007141,1858167947,Emergency Medicine,AL
PRV007142,1928211979,Radiology,NJ
PRV007143,1398586549,Emergency Medicine,VA
PRV007144,1033552685,Emergency Medicine,NH
PRV007145,1459745698,OBGYN,ME
PRV007146,1261565367,Cardiology,MA
PRV007147,1218384989,Cardiology,MS
PRV007148,1505873236,Cardiology,OK
PRV007149,1567474206,Family Medicine,GA
PRV007150,1200384902,Pediatrics,MN
PRV007151,1866342099,Psychiatry,MS
PRV007152,1692016984,Pediatrics,MI
PRV007153,1419832519,Internal Medicine,MD
PRV007154,1505956397,Radiology,WV
PRV007155,1774072173,OBGYN,MS
PRV007156,1882989100,Pediatrics,KY
PRV007157,1615245833,OBGYN,IA
PRV007158,1449701039,Dermatology,NJ
PRV007159,1400948977,Orthopedics,PA
PRV007160,1210035273,Psychiatry,ID
PRV007161,1015504476,Family Medicine,IL
PRV007162,1869331296,Cardiology,LA
PRV007163,1420183522,Cardiology,NM
PRV007164,1847822131,Psychiatry,DE
PRV007165,1676574605,Internal Medicine,SD
PRV007166,1318010983,Pediatrics,LA
PRV007167,1723448536,Radiology,KY
PRV007168,1503300088,Cardiology,AZ
PRV007169,1064018860,Family Medicine,MO
PRV007170,1438688117,Internal Medicine,MT
PRV007171,1115094363,OBGYN,MA
PRV007172,1406205729,Cardiology,NY
PRV007173,1473289358,Family Medicine,TX
PRV007174,1471727287,Family Medicine,NH
PRV007175,1588015020,OBGYN,OR
PRV007176,1437959685,Family Medicine,NY
PRV007177,1401236237,Pediatrics,GA
PRV007178,1242810453,Pediatrics,SC
PRV007179,1976972386,Radiology,TN
PRV007180,1196241388,Orthopedics,KY
PRV007181,1686885986,Family Medicine,UT
PRV007182,1669787332,Internal Medicine,AL
PRV007183,1280783904,Radiology,HI
PRV007184,1220638946,OBGYN,NY
PRV007185,1393868990,Family Medicine,MS
PRV007186,1377421336,Family Medicine,RI
PRV007187,1313763513,Orthopedics,CA
PRV007188,1033104765,Radiology,WA
PRV007189,1823214373,Family Medicine,LA
PRV007190,1577398145,Radiology,OR
PRV007191,1208737606,Emergency Medicine,NJ
PRV007192,1194294439,Orthopedics,WY
PRV007193,1330695395,Dermatology,OR
PRV007194,1706520933,Radiology,MA
PRV007195,1964724110,Radiology,PA
PRV007196,1892214874,Family Medicine,AL
PRV007197,1850566501,Psychiatry,KY
PRV007198,1536404106,OBGYN,ME
PRV007199,1609890601,Psychiatry,DE
PRV007200,1106253830,Orthopedics,MT
PRV007201,1624378665,Radiology,MT
PRV007202,1147808513,Radiology,TX
PRV007203,1012259638,Psychiatry,ID
PRV007204,1693430822,Orthopedics,IL
PRV007205,1114751811,Dermatology,ID
PRV007206,1432311282,Internal Medicine,WV
PRV007207,1198414134,Orthopedics,NM
PRV007208,1478316129,OBGYN,NM
PRV007209,1281906964,Radiology,WA
PRV007210,1091341402,OBGYN,WY
PRV007211,1532269033,Pediatrics,WV
PRV007212,1179847445,Cardiology,OR
PRV007213,1786213241,Dermatology,PA
PRV007214,1363480711,OBGYN,MA
PRV007215,1197004325,Orthopedics,NY
PRV007216,1774314505,Pediatrics,ID
PRV007217,1459571533,Emergency Medicine,MT
PRV007218,1528007603,Emergency Medicine,MA
PRV007219,1252483987,Family Medicine,AK
PRV007220,1338842664,Orthopedics,MS
PRV007221,1566623930,Emergency Medicine,WY
PRV007222,1800743342,Cardiology,MO
PRV007223,1945340768,Internal Medicine,IA
PRV007224,1942150183,Psychiatry,VT
PRV007225,1942591593,Dermatology,NE
PRV007226,1140148045,Cardiology,NV
PRV007227,1240228375,Family Medicine,IL
PRV007228,1944409669,Dermatology,MI
PRV007229,1903703943,Psychiatry,NJ
PRV007230,1337583412,Emergency Medicine,IL
PRV007231,1674227291,Cardiology,CO
PRV007232,1157245718,Internal Medicine,ID
PRV007233,1187556572,Psychiatry,CO
PRV007234,1279301540,Family Medicine,IL
PRV007235,1482665401,Pediatrics,IA
PRV007236,1632443432,Internal Medicine,VA
